League	Score	UserID	AgentID	Lang	Pseudo	#time=2019-09-07 11:48:52,count=714
3	11.41	3102198	2214675	C++	Zslyer2000	
3	11.4	2373953	2405286	Javascript	Hadrien.R	
3	11.37	1076352	1747645	C++	Ki-hyeokYoon	
3	11.32	335327	1743388	Java	Spike	
3	11.31	1048882	1743406	Javascript	Ogee	
3	11.3	3321766	2336879	Python3	AllTheKingsMen	
3	11.29	2354059	1751843	Java	ObviousTroll	
3	11.27	2434901	1745261	C++	pikrua	
3	11.26	1949696	1771382	C#	Snoresville	
3	11.17	2534898	1838787	C++		
3	11.17	3341241	2358567	Python3	StevenJames1	
3	11.17	2300507	1778367	Javascript	kmaitski	
3	11.16	3201097	2306531	Java	smcbot_TEST	
3	11.08	1466631	1746535	Python3	Akrib	
3	11.04	2703613	1953701	Java	YifanZhu	
3	11.01	1462635	2345133	C++	nerigardu	
3	10.98	2171878	1746466	Scala	Louis_ZA	
3	10.88	2513259	1757529	Javascript	max30272	
3	10.67	1449025	1744386	Javascript	Renegade	
3	10.31	2012586	1876930	Javascript	ShOoRi	
3	10.27	3066193	2325038	Java	Zoff	
3	10.04	2579977	1832769	Python	Monbeat	
3	9.94	886234	1935978	C#	Harkle	
3	9.55	2479703	1759924	Python3	MichaelDeRoos	
3	9.15	2742674	2082656	C#	JacobGreenslade	
3	9.05	3382452	2438750	C++	e186308	
3	8.74	3144403	2310124	Python3	Hugolau	
3	8.48	2202771	1742492	Java	Kaplone	
3	8.31	1162034	2441007	C	krakeusz	
3	8.1	1206537	2325039	C++	MadKnight	
3	7.92	1083946	1765506	Ruby	Lomig	
3	7.83	2007262	2327594	Java	Larnth	
3	7.71	2327967	1742332	Ruby	Karocyt	
3	7.71	1608179	1753073	Javascript	Sombody	
3	7.67	2525904	1751099	C#	LordOrion	
3	7.36	2725604	2127198	Java	ErkanUnfresh	
3	7.3	1311521	1776226	C#	dbzadnen	
3	7.23	813412	2189846	C#	datiti	
3	6.29	3279089	2460237	Python3	TheNewBlood	
3	5.92	1447603	1748455	Python3	S.S.E.N.	
3	5.74	1542429	1749701	C++	ChuaMehMehQiYang	
3	5.65	1932868	1842298	Python3	Tehelka	
3	5.44	2688693	2000104	Go	Catagami	
3	5.39	2369003	1745925	C#	dreamora	
3	5.37	992765	1741308	C#	Walkalot	
3	3.32	1721526	1846703	Kotlin	rm-zzz	
3	2.87	1717962	1898683	Javascript	Angryshark	
3	0.22	2314761	1898682	Rust	Leutz	
3	0.12	2727498	1957008	Javascript	Vilvalas	
3	-0.18	1375637	2047482	Python3	thibaut77	
3	-0.29	1876212	1741830	Python3	PFischbeck	
3	-0.79	1427648	1745507	Python	Relin	
3	-0.89	1409657	1742850	C#	HJD	
3	-2.62	2453289	1770406	C++	Aiyel	
3	-2.63	2543667	1771670	C	vaillantpetitcanard	
3	-2.96	2505548	1743262	Java	Hoxst	
3	-3.38	2019633	2424490	C++	ludolover	
3	-4.31	1222783	1754362	Java	Calaom	
3	-4.8	3309767	2348268	Pascal	DualisT	
3	-10.16	911777	2431760	C#	MasakiKyosuke	
3	-11.35	1879134	1874773	Python	Mennimoor	
3	-11.84	1096274	2138360	C#	DrBrask	
3	-12.23	2520971	1846836	C++	KbsadeKdi	
3	-12.77	2156974	1752730	Python3	Shrekouille	
2	3.09	1987512	2053941	C#	FreexXx	
2	2.72	523846	1740992	C#	Palmipedus	
2	2.34	1457642	2438747	C#	Muumiankka	
2	2.18	1712648	1749729	Java	luckyy	
2	2.13	2479781	1750210	Java	AndiSwiss	
2	1.78	1518287	2324808	C++	Vladorf	
2	1.06	3367086	2441048	Javascript	Startom	
2	-1.68	1389861	2481706	Java	Evgenykz3	
2	-6.15	2509674	1740887	C++	AnaIsabelHernandezBarrera	
0	17.11	3432180	2458380	C++	TestFon	
0	13.05	2258103	1858786	Javascript	Jennypatrick	
0	11.86	925956	1742534	C++	Rentus	
0	11.41	1546633	1770680	Javascript	duskyshelf	
0	10.82	1024388	1837050	Java	SamP	
0	10.42	1875472	1744005	F#	BillBert	
0	7.26	2386407	1758606	Javascript	FERNANDOJIMENEZ	
0	7.19	1390607	1748484	Ruby	GoperJohn	
0	7.15	2923079	2119502	Python3	Code_Lister	
0	7.14	2521652	1770372	C#	PANZO	
0	7.13	2512705	1770867	Swift	awesomeFencer	
0	7.13	2191100	1769292	Java	PEENMASTER	
0	7.06	862919	1856526	C++	Astrobytes	
0	7.05	918352	1865108	Python3	CoYoTe99	
0	7.03	1520245	2058273	Java	kintdev	
0	7.01	2309813	1773019	C++	HTK4	
0	6.99	2913627	2102577	C++	GalaxyOwl4	
0	6.94	2393376	1779791	C++	Pirafu	
0	6.87	2021071	1875471	OCaml	Bltxd	
0	6.8	1251131	1754754	C#	ma81xx	
0	6.8	1504024	1776606	C#	VNVizitiu	
0	6.77	1675720	1748718	C	AxFab	
0	6.74	2155737	1743172	C#	Z3RP	
0	6.73	1386032	1776489	Java	Houssem_201	
0	6.68	2463653	1761230	C++	sak0909	
0	6.62	2801000	2032169	C++	demoPilot	
0	6.62	1717345	2061864	Scala	kotobotov	
0	6.59	2649135	1872341	Bash		
0	6.53	2709957	1940389	C++		
0	6.52	2520291	1743419	Java	Compal	
0	6.52	1073604	1889999	C#	speedFast	
0	6.5	2558123	1769654	Javascript	Dalivitone	
0	6.5	2618330	1853488	C++	4rx	
0	6.5	1993004	1985943	C#	olivR	
0	6.49	1246479	1741385	Python3	Bastien_Baloup	
0	6.48	1698683	1779702	Java	JujuBassist	
0	6.48	1969405	1744287	C++	yha	
0	6.48	1085149	1744428	Java	Shala	
0	6.47	2643779	1871763	C++		
0	6.45	1477622	1741310	C#	zrdon	
0	6.45	2414979	1751590	VB.NET	mr.crab	
0	6.44	2800993	2032149	C++		
0	6.41	1503941	1743489	C#	LuChanfen	
0	6.39	2066751	1846213	C#	AndresPerez	
0	6.39	1881651	1828098	Python3	Alligard	
0	6.39	2507615	1909827	OCaml	MPSI-LIV_Izmar	
0	6.38	2713608	2026587	C#	LostSymphony	
0	6.34	2696966	2110086	Java	Bobifri	
0	6.27	2612889	2055260	C#	Symphonia	
0	6.25	2133361	1753300	Python3	VadimKuznetsov1	
0	6.23	2538180	1853491	Python3	Guaxinim	
0	6.18	221210	1764457	Python3	sdeseille	
0	6.18	2982931	2127167	Java	MoerrisWall	
0	5.68	2325553	1815861	Javascript	JuanArenas	
0	5.45	2462453	2034789	C#	Konamiruku	
0	5.07	2800981	2032126	C++		
0	4.6	2870754	2469944	Python3	Athanatos	
0	2.37	1013463	1759229	Python3	Lachrymosa	
0	1.36	1362802	1747414	Javascript	Orlandi	
0	-1.46	236902	2313737	C++	Tryum	
0	-7.38	2643826	1875932	Python3	LeoB	
0	-7.39	1950105	2144744	Java	[.].-	
0	-9.66	2315334	1776639	Java	VIP193	
0	-9.8	1126419	1761345	C#	seyhen	
0	-9.97	666934	1768944	Python	93	
0	-10.14	1264023	1747289	VB.NET	Alamir	
0	-10.38	2006348	1751833	Javascript	Koji02	
0	-13.49	2524934	1743138	Python3	muhammed_sahil	
0	-13.57	1708733	1741437	Swift	KikooNat	
